Regional,Municipio,Empreendimento,Modalidade,Classe,Atividade,Ano,Mes,Data de Publicacao,Decisao
SUPRAM Noroeste de Minas,Bonfinópolis de Minas,FAZENDA BOA ESPERANÇA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,Guarda-Mor,FAZENDA SANTA MONICA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Leste de Minas,João Monlevade,FERREIRA MOREIRA & CIA LTDA.,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,18/06/2019,Indeferida
SUPRAM Noroeste de Minas,João Pinheiro,CERÂMICA FREITAS & SOUZA LTDA - ME,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,Formoso,FAZENDA SERRANA / SERRANA I / SERRANA II / NASCER DO SOL,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Leste de Minas,João Monlevade,SOCIEDADE COMERCIAL SION LTDA,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,18/06/2019,Indeferida
SUPRAM Leste de Minas,Ipatinga,SUCATAS GERAIS COMÉRCIO DE SUCATAS E MATERIAIS USADOS LTDA,LAS Cadastro,2,"F-01-01-6-Central de recebimento, armazenamento, triagem e/ou transbordo de sucata metálica, papel, papelão, plásticos ou vidro para reciclagem, contaminados com óleos, graxas ou produtos químicos, exceto agrotóxicos",2019,Junho,18/06/2019,Indeferida
SUPRAM Norte de Minas,Bocaiúva,SIMBEL MINERAÇÃO E EMPREENDIMENTOS LTDA./ MINA TERRA BRANCA,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,15/06/2019,Deferida
SUPRAM Leste de Minas,João Monlevade,FERREIRA MOREIRA & CIA LTDA,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,18/06/2019,Indeferida
SUPRAM Noroeste de Minas,João Pinheiro,PEDRO FELÍCIO DE SOUZA - ME,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,Paracatu,FAZENDA SOARES BURITI DO BERNARDO GLEBA 2,LAS Cadastro,1,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,Guarda-Mor,"FAZENDAS BARTOLOMEU DA BATALHA, ALTAR E BREJINHO",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,Guarda-Mor,FAZENDA SANTA MÔNICA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,08/06/2019,Deferida
SUPRAM Noroeste de Minas,João Pinheiro,FAZENDA SANTO INACIO DO MARINHEIRO; VALE DO SONHO; SÃO BENTO DO MARINHEIRO E SÃO JOSE DO MARINHEIRO.,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Guarda-Mor,FAZENDA SANTA MÔNICA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Formoso,FAZENDA CAMPINA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Arinos,POSTO PAJEU,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Unaí,FAZENDA SANTO ANTÔNIO,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Santa Juliana,"REGINALDO MARTINS TEIXEIRA/FAZENDA SÃO BENTO / MAT. 8.440, 11.002, 11.003, 11.004, 11.005 E 11.008.",LAS RAS,3,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Lagoa Grande,COOPERATIVA MISTA AGROPECUÁRIA DE PATOS DE MINAS LTDA - COOPATOS,LAS Cadastro,1,D-01-07-4-Resfriamento e distribuição de leite em instalações industriais e/ou envase de leite fluido.,2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Vazante,FAZENDA CHAPADINHA PIRAPITINGA BOQUEIRÃO E MATOS,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,João Pinheiro,FAZENDA RIO DO SONO OU GARRAFA,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Unaí,FAZENDA SANTO ANTONIO DO GARAPA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,Formoso,FAZENDA CABECEIRA PIRATINGA E FAZENDA FORMOSO,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Noroeste de Minas,João Pinheiro,FAZENDA SÃO GERALDO,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,RODRIGUES COMÉRCIO DE COMBUSTÍVEIS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Conceição das Alagoas,PREFEITURA MUNICIPAL DE CONCEIÇÃO DAS ALAGAOS,LAS Cadastro,2,"F-05-18-1-Áreas de triagem, transbordo e armazenamento transitório e/ou reciclagem de resíduos da construção civil e volumosos",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ibiá,"ARI ALDERICO TARTARI/FAZENDA TOPÁZIO - MAT.: 14557, 14558, 14559, 13061, 22684, 22685",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,MATHEUS FELIX RIBEIRO/COMERCIO DE PEÇAS AUTOMOTIVAS ,LAS Cadastro,2,F-05-16-0-Descaracterização de veículos,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,REGINALDO CARVALHO DA SILVA & CIA LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,FAZENDA ALDEIA - SOBRADINHO - MATRÍCULA 12.215,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,LIMPEBRAS RESÍDUOS INDUSTRIAIS,LAS Cadastro,2,F-01-10-1-Central de armazenamento temporário e/ou transferência de resíduos Classe I perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Coromandel,MARCELO DIAS MARQUES,LAS Cadastro,2,"B-10-02-2-Fabricação de móveis de madeira, e/ou seus derivados, com pintura e/ou verniz",2019,Junho,20/06/2019,Deferida
SUPRAM Alto São Francisco,Campo Belo,NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA,LAS RAS,3,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,18/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Campina Verde,FAZENDA BOM JARDIM - MATRICULA 19.680,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araxá,LUIS ANTONIO DE MELO ME/FAZENDA PÃO DE AÇÚCAR - MAT. 30890,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Campo Florido,JOSÉ NATAL TORRES E OUTRA/FAZENDA NOVO MUNDO - MAT. 30.968,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Pratinha,AZUL ENERGÉTICA E PROJETOS ELÉTRICOS LTDA,LAS Cadastro,2,E-02-01-2-Central Geradora Hidrelétrica - CGH,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Coromandel,"SIDNEY NAGANO/FAZENDA GAMELEIRA, LUGAR DENOMINADO ""MATO GRANDE"" MAT. 8.763 ",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Alto São Francisco,Nova Serrana,CEDEPI CENTRO DE DESENVOLVIMENTO DE PROCESSOS INVENTIVOS LTDA,LOC,3,"C-02-04-6-Fabricação de artefatos de borracha, exceto pneumáticos, câmaras-de-ar e de material para recondicionamento de pneumáticos",2019,Junho,18/06/2019,Arquivamento
SUPRAM Triângulo Mineiro / Alto Paranaíba,Patrocínio,CERTIFIC AMBIENTAL COLETA DE RESIDUOS LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Gotardo,POSTO SOUSA E SILVA LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Fronteira,AUTO POSTO RIO GRANDE DE FRONTEIRA LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Alto São Francisco,Morada Nova de Minas,CISCO OIL AND GAS SA,LP+LI,3,"A-05-01-0-unidade de Tratamento de Minerais - uTM, com tratamento a seco",2019,Junho,18/06/2019,Arquivamento
SUPRAM Alto São Francisco,Morada Nova de Minas,CISCO OIL AND GAS,LP+LI,3,"A-05-01-0-unidade de Tratamento de Minerais - uTM, com tratamento a seco",2019,Junho,18/06/2019,Arquivamento
SUPRAM Alto São Francisco,Pará de Minas,MINERACAO MATHEUS LEME,LO,3,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,18/06/2019,Arquivamento
SUPRAM Sul de Minas,Varginha,MED LIGHT EQUIPAMENTOS MÉDICOS HOSPITALARES LTDA. ,LAS Cadastro,2,"B-08-01-1-Fabricação de eletrodomésticos e/ou componentes eletroeletrônicos, inclusive lâmpadas",2019,Junho,24/06/2019,Deferida
SUPRAM Sul de Minas,Camanducaia,AUTO POSTO 130 LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,24/06/2019,Deferida
SUPRAM Alto São Francisco,Vargem Bonita,SEBASTIAO DONIZETE GONCALVES FAZENDA PRATA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,18/06/2019,Cancelada
SUPRAM Sul de Minas,Baependi,FUTURA ARMAZÉNS GERAIS LTDA. ,LAS Cadastro,2,"G-04-01-4-Beneficiamento primário de produtos agrícolas: limpeza, lavagem, secagem, despolpamento, descascamento, classificação e/ou tratamento de sementes",2019,Junho,24/06/2019,Deferida
SUPRAM Alto São Francisco,Dores do Indaiá,CENTRO AUTOMOTIVO BH SUL LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"FAZ. TIJUCAL COM DENOMINAÇÃO ESPECIAL ""FAZENDA OLHO D'ÁGUA - TIJUCAL"" - MAT. 8.800",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,20/06/2019,Deferida
SUPRAM Jequitinhonha,Coronel Murta,JOSÉ PEREIRA DOS SANTOS/FAZENDA OURO FINO,LAS RAS,2,A-01-01-5-Lavra subterrânea pegmatitos e gemas,2019,Junho,25/06/2019,Deferida
SUPRAM Alto São Francisco,Igaratinga,CERAMICA ARCO IRIS,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Cláudio,FUNDICAO FERBRALIG LTDA,LAS Cadastro,2,"B-03-07-7-Produção de fundidos de ferro e aço, sem tratamento químico superficial, inclusive a partir de reciclagem",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,São Francisco de Paula,AUTO POSTO VERTENTES LTDA ME,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,São Gonçalo do Pará,CERAMICA NOVO RUMO LTDA ME,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Divinópolis,LELIS JOSE LOPES GRANJA RANCHO ALEGRE,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Córrego Fundo,REDA REFRATARIOS LTDA,LAS Cadastro,2,F-05-07-1-Reciclagem ou regeneração de outros resíduos classe 2 (não-perigosos) não especificados,2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Divinópolis,REFRACTORIES COMERCIO E INDUSTRIA LTDA,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Luz,BIOSEV SA FAZENDA CAPAO BONITO,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Santo Antônio do Monte,EXPLOSIVOS MAJAS LTDA,LAS Cadastro,2,"C-04-08-1-Fabricação de explosivos, detonantes, munição para caça e desporto e fósforo de segurança e/ou fabricação de pólvora e artigos pirotécnicos",2019,Junho,18/06/2019,Deferida
SUPRAM Alto São Francisco,Luz,POSTO VERDE LUZENSE LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Gonzaga,PREFEITURA MUNICIPAL DE GONZAGA  USINA DE TRIAGEM E COMPOSTAGEM DE RESÍDUOS ,LAS RAS,2,E-03-07-9-Unidade de triagem de recicláveis e/ou de tratamento de resíduos orgânicos originados de resíduos sólidos urbanos,2019,Junho,20/06/2019,Indeferida
SUPRAM Alto São Francisco,Luz,CLAUDIO RENATO SILVA LOBATO FAZENDA BOA VISTA,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Ipanema,COOPERATIVA AGROPECUARIA DE IPANEMA LTDA,LAS RAS,3,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,20/06/2019,Indeferida
SUPRAM Alto São Francisco,Pará de Minas,COOPERATIVA DOS GRANJEIROS DO OESTE DE MINAS LTDA,LIC,3,"D-01-04-1-Industrialização da carne, inclusive desossa, charqueada e preparação de conservas",2019,Junho,18/06/2019,Arquivamento
SUPRAM Central Metropolitana,Santa Luzia,CONSITA TRATAMENTO DE RESÍDUOS S/A,LAS RAS,3,F-05-13-5-(DN74)UNIDADE DE MISTURA E PRÉ-CONDICIONAMENTO DE RESÍDUOS PARA CO-PROCESSAMENTO EM FORNOS DE CLÍNQUER.,2019,Junho,20/06/2019,Indeferida
SUPRAM Alto São Francisco,Itaúna,PERIPAN INDUSTRIAL LTDA,LOC,4,"C-08-07-9-Fiação e/ou tecelagem, exceto tricô e crochê",2019,Junho,31/05/2019,Deferida
SUPRAM Central Metropolitana,Congonhas,GERDAU AÇOMINAS S/A ,LAS RAS,3,"B-01-02-3-(DN74)Fabricação de cal virgem, hidratada ou extinta.",2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Itabirito,MINÉRIO RECICLADO LTDA,LAS RAS,2,A-05-08-4-(DN74) REAPROVEITAMENTO DE BENS MINERAIS DISPOSTOS EM PILHA DE ESTÉRIL OU REJEITO,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Itatiaiuçu,MINERAÇÃO USIMINAS S/A,LAS RAS,2,A-05-06-2-(DN74)DISPOSIÇÃO DE ESTÉRIL OU DE REJEITO INERTE E NÃO INERTE DA MINERAÇÃO,2019,Junho,20/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Presidente Olegário,"LUIZ CARLOS FIGUEIREDO E OUTRO -FAZENDA MINUANO, MANABUIU, CHAPADAO, RANCHO DOS FERNANDES E IMBÉ, DENOM. FAZENDA MINUAN",LOC,3,"G-01-03-1-(DN74)Culturas anuais, excluindo a olericultura.",2019,Junho,20/06/2019,Deferida
SUPRAM Sul de Minas,Heliodora,Laticínios Fazenda Areado Ltda. ,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,25/06/2019,Deferida
SUPRAM Alto São Francisco,Divinópolis,CAMPOS LAMINADORA DE PNEUS LTDA ME,LAS RAS,2,F-05-07-1-Reciclagem ou regeneração de outros resíduos classe 2 (não-perigosos) não especificados,2019,Junho,20/06/2019,Deferida
SUPRAM Sul de Minas,Caldas,INDÚSTRIA E COMÉRCIO DE ALIMENTOS FAZENDA DE MINAS LTDA.,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,25/06/2019,Deferida
SUPRAM Sul de Minas,Cambuí,GERALDO CYPRIANO DE MORAES ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,25/06/2019,Deferida
SUPRAM Sul de Minas,Liberdade,POSTO DOIS IRMÃOS LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,25/06/2019,Deferida
Superintendência de Projetos Prioritários,Araguari,LD CELULOSE S/A,LAT - LP,6,C-01-01-5-Fabricação de celulose e/ou pasta mecânica,2019,Junho,25/06/2019,Deferida
SUPRAM Alto São Francisco,Nova Serrana,VISUAL ASFASTOS LTDA  EPP,LAS Cadastro,2,C-10-02-2-usinas de produção de concreto asfáltico,2019,Junho,05/06/2019,Indeferida
SUPRAM Alto São Francisco,Cláudio,METALURGICA DRAGAO LTDA,LAS Cadastro,2,"B-05-05-3-Estamparia, funilaria e latoaria com tratamento químico superficial, exceto oficinas automotivas",2019,Junho,05/06/2019,Deferida
SUPRAM Alto São Francisco,Lagoa da Prata,POSTO VOVO LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,26/06/2019,Deferida
SUPRAM Alto São Francisco,Divinópolis,COMERCIAL GIULIANO LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,26/06/2019,Deferida
SUPRAM Alto São Francisco,Nova Serrana,MB INDUSTRIA E COMERCIO DE TERMOPLASTICOS EIRELI,LAS Cadastro,2,F-05-01-0-Reciclagem de plásticos com a utilização de processo de reciclagem a seco,2019,Junho,26/06/2019,Deferida
SUPRAM Alto São Francisco,Morada Nova de Minas,FAZENDA GOLFOS COMERCIAL MINEIRA SA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,26/06/2019,Deferida
SUPRAM Alto São Francisco,Japaraíba,HELDER EUSTAQUIO DE MIRANDA ME,LAS Cadastro,1,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,26/06/2019,Indeferida
SUPRAM Alto São Francisco,Divinópolis,RECOL SOLUCAO EM ENERGIA INDUSTRIAL LTDA,LAS Cadastro,2,"F-01-09-5-Central de recebimento, armazenamento, triagem e/ou transbordo de outros resíduos não listados ou não classificados",2019,Junho,26/06/2019,Indeferida
SUPRAM Alto São Francisco,Piumhi,ADILSON TADEU DA COSTA LOPES E OUTRA,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,26/06/2019,Indeferida
SUPRAM Sul de Minas,Machado,VILELA & MACEDO LTDA. ME ,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,Santa Rita do Sapucaí,BRTOKEN INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS LTDA.,LAS Cadastro,2,"B-08-01-1-Fabricação de eletrodomésticos e/ou componentes eletroeletrônicos, inclusive lâmpadas",2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,Estiva,AUTO POSTO GOMES DO NASCIMENTO LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,São Vicente de Minas,AGROPECUÁRIA VOLTA GRANDE LTDA. ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,Elói Mendes,POSTO LOPES & LOPES LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,26/06/2019,Deferida
SUPRAM Sul de Minas,Pouso Alegre,MINERAÇÃO OURENSE LTDA ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,19/06/2019,Deferida
SUPRAM Jequitinhonha,Medina,QUALITAS AGROPECUÁRIA LTDA./FAZENDA RENASCENÇA/FAZENDA CORAGEM,LAS RAS,3,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,27/06/2019,Indeferida
SUPRAM Jequitinhonha,Diamantina,PEDRO FÉLIX DOS REIS,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,27/06/2019,Indeferida
SUPRAM Sul de Minas,Pedralva,ANTONIO JOSÉ DE OLIVEIRA MONTI,LAS RAS,2,G-02-04-6-Suinocultura,2019,Junho,19/06/2019,Deferida
SUPRAM Jequitinhonha,Carbonita,SADA BIO-ENERGIA E AGRICULTURA LTDA.,LAC 1 - LP + LI + LO,4,B-10-07-0-Tratamento químico para preservação de madeira,2019,Junho,27/06/2019,Deferida
SUPRAM Sul de Minas,São Vicente de Minas,PREFEITURA MUNICIPAL DE SÃO VICENTE DE MINAS USINA DE TRIAGEM E COMPOSTAGEM DE RESÍDUOS SÓLID,LAS RAS,2,E-03-07-9-Unidade de triagem de recicláveis e/ou de tratamento de resíduos orgânicos originados de resíduos sólidos urbanos,2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Jacutinga,MINAS NOVA FERTILIZANTES ORGÂNICOS LTDA,LAS RAS,3,F-05-05-3-Compostagem de resíduos industriais,2019,Junho,18/06/2019,Indeferida
SUPRAM Sul de Minas,Ouro Fino,LATICÍNIO MORIÁ LTDA,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,27/06/2019,Indeferida
